plan_id,start_node_id,end_node_id,waypoint_index,waypoint_node_id,overfly_time_sim_s,segment_duration_s,cumulative_duration_s,planned_total_duration_s,start_time_sim_s,planned_completion_time_sim_s,waypoint_speed_mps,pathfinding_duration_s,total_processing_time_s,logged_at_unix_s
FP000002,L0_X0_Y2,L0_X6_Y4,0,L0_X0_Y2,55.0,0.0,0.0,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,1,L1_X0_Y2,56.2192,1.2192,9.2192,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,2,L2_X0_Y2,57.4384,1.2192,10.4384,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,3,L2_X1_Y2,73.43324,15.99484,26.43324,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,4,L2_X2_Y2,89.428089,15.994849,42.428089,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,5,L2_X3_Y2,105.422946,15.994857,58.422946,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,6,L2_X4_Y2,121.417812,15.994866,74.417812,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,7,L2_X5_Y2,137.412687,15.994875,90.412687,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,8,L2_X6_Y2,153.407571,15.994883,106.407571,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,9,L2_X6_Y3,169.428164,16.020593,122.428164,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,10,L2_X6_Y4,185.448753,16.020589,138.448753,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,11,L1_X6_Y4,186.667953,1.2192,139.667953,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,12,L0_X6_Y4,187.887153,1.2192,140.887153,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,13,L0_X6_Y4,247.887153,60.0,200.887153,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,14,L1_X6_Y4,270.106353,22.2192,223.106353,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,15,L2_X6_Y4,271.325553,1.2192,224.325553,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,16,L2_X6_Y3,287.346141,16.020589,240.346141,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,17,L2_X6_Y2,303.366735,16.020593,256.366735,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,18,L2_X5_Y2,319.361618,15.994883,272.361618,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,19,L2_X4_Y2,335.356493,15.994875,288.356493,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,20,L2_X3_Y2,351.351359,15.994866,304.351359,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,21,L2_X2_Y2,367.346216,15.994857,320.346216,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,22,L2_X1_Y2,383.341065,15.994849,336.341065,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,23,L2_X0_Y2,399.335905,15.99484,352.335905,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,24,L1_X0_Y2,400.555105,1.2192,353.555105,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000002,L0_X0_Y2,L0_X6_Y4,25,L0_X0_Y2,401.774305,1.2192,354.774305,354.774305,47.0,401.774305,25,0.052078,0.16795,1772649160.302014
FP000003,L0_X0_Y2,L0_X6_Y1,0,L0_X0_Y2,76.0,0.0,0.0,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,1,L1_X0_Y2,77.2192,1.2192,15.2192,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,2,L2_X0_Y2,78.4384,1.2192,16.4384,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,3,L2_X1_Y2,94.43324,15.99484,32.43324,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,4,L2_X2_Y2,110.428089,15.994849,48.428089,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,5,L2_X3_Y2,126.422946,15.994857,64.422946,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,6,L2_X4_Y2,142.417812,15.994866,80.417812,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,7,L2_X5_Y2,158.412687,15.994875,96.412687,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,8,L2_X6_Y2,174.407571,15.994883,112.407571,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,9,L2_X6_Y1,190.428169,16.020598,128.428169,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,10,L1_X6_Y1,191.647369,1.2192,129.647369,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,11,L0_X6_Y1,192.866569,1.2192,130.866569,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,12,L0_X6_Y1,252.866569,60.0,190.866569,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,13,L1_X6_Y1,275.085769,22.2192,213.085769,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,14,L2_X6_Y1,276.304969,1.2192,214.304969,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,15,L3_X6_Y1,277.524169,1.2192,215.524169,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,16,L2_X6_Y1,278.743369,1.2192,216.743369,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,17,L1_X6_Y1,279.962569,1.2192,217.962569,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,18,L2_X6_Y1,281.181769,1.2192,219.181769,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,19,L3_X6_Y1,282.400969,1.2192,220.400969,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,20,L3_X6_Y2,298.421567,16.020598,236.421567,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,21,L3_X5_Y2,314.41645,15.994883,252.41645,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,22,L3_X4_Y2,330.411325,15.994875,268.411325,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,23,L3_X3_Y2,346.406191,15.994866,284.406191,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,24,L4_X3_Y2,347.625391,1.2192,285.625391,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,25,L3_X3_Y2,348.844591,1.2192,286.844591,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,26,L4_X3_Y2,350.063791,1.2192,288.063791,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,27,L3_X3_Y2,351.282991,1.2192,289.282991,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,28,L4_X3_Y2,352.502191,1.2192,290.502191,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,29,L3_X3_Y2,353.721391,1.2192,291.721391,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,30,L4_X3_Y2,354.940591,1.2192,292.940591,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,31,L3_X3_Y2,356.159791,1.2192,294.159791,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,32,L4_X3_Y2,357.378991,1.2192,295.378991,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,33,L3_X3_Y2,358.598191,1.2192,296.598191,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,34,L4_X3_Y2,359.817391,1.2192,297.817391,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,35,L3_X3_Y2,361.036591,1.2192,299.036591,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,36,L4_X3_Y2,362.255791,1.2192,300.255791,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,37,L3_X3_Y2,363.474991,1.2192,301.474991,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,38,L4_X3_Y2,364.694191,1.2192,302.694191,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,39,L3_X3_Y2,365.913391,1.2192,303.913391,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,40,L4_X3_Y2,367.132591,1.2192,305.132591,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,41,L3_X3_Y2,368.351791,1.2192,306.351791,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,42,L4_X3_Y2,369.570991,1.2192,307.570991,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,43,L3_X3_Y2,370.790191,1.2192,308.790191,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,44,L2_X3_Y2,372.009391,1.2192,310.009391,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,45,L2_X2_Y2,388.004248,15.994857,326.004248,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,46,L2_X1_Y2,403.999097,15.994849,341.999097,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,47,L2_X0_Y2,419.993937,15.99484,357.993937,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,48,L1_X0_Y2,421.213137,1.2192,359.213137,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000003,L0_X0_Y2,L0_X6_Y1,49,L0_X0_Y2,422.432337,1.2192,360.432337,360.432337,62.0,422.432337,25,0.394519,0.085406,1772649160.729831
FP000004,L0_X14_Y6,L0_X7_Y3,0,L0_X14_Y6,111.0,0.0,0.0,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,1,L1_X14_Y6,112.2192,1.2192,1.2192,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,2,L2_X14_Y6,113.4384,1.2192,2.4384,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,3,L2_X14_Y5,129.453013,16.014613,18.453013,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,4,L2_X14_Y4,145.467629,16.014617,34.467629,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,5,L2_X14_Y3,161.48225,16.014621,50.48225,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,6,L2_X13_Y3,177.477198,15.994948,66.477198,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,7,L2_X12_Y3,193.472138,15.99494,82.472138,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,8,L1_X12_Y3,194.691338,1.2192,83.691338,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,9,L1_X11_Y3,210.686269,15.994931,99.686269,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,10,L1_X10_Y3,226.681191,15.994922,115.681191,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,11,L1_X9_Y3,242.676105,15.994914,131.676105,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,12,L1_X8_Y3,258.67101,15.994905,147.67101,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,13,L1_X7_Y3,274.665906,15.994896,163.665906,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,14,L0_X7_Y3,275.885106,1.2192,164.885106,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,15,L0_X7_Y3,335.885106,60.0,224.885106,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,16,L1_X7_Y3,358.104306,22.2192,247.104306,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,17,L1_X8_Y3,374.099203,15.994896,263.099203,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,18,L1_X9_Y3,390.094108,15.994905,279.094108,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,19,L1_X10_Y3,406.089021,15.994914,295.089021,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,20,L1_X11_Y3,422.083944,15.994922,311.083944,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,21,L1_X12_Y3,438.078875,15.994931,327.078875,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,22,L2_X12_Y3,439.298075,1.2192,328.298075,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,23,L2_X13_Y3,455.293014,15.99494,344.293014,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,24,L2_X14_Y3,471.287962,15.994948,360.287962,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,25,L2_X14_Y4,487.302583,16.014621,376.302583,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,26,L2_X14_Y5,503.3172,16.014617,392.3172,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,27,L2_X14_Y6,519.331813,16.014613,408.331813,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,28,L1_X14_Y6,520.551013,1.2192,409.551013,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000004,L0_X14_Y6,L0_X7_Y3,29,L0_X14_Y6,521.770213,1.2192,410.770213,410.770213,111.0,521.770213,25,0.093856,0.45428,1772649160.884445
FP000005,L0_X14_Y6,L0_X4_Y1,0,L0_X14_Y6,142.0,0.0,0.0,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,1,L1_X14_Y6,143.2192,1.2192,1.2192,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,2,L2_X14_Y6,144.4384,1.2192,2.4384,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,3,L2_X14_Y5,160.453013,16.014613,18.453013,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,4,L2_X14_Y4,176.467629,16.014617,34.467629,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,5,L2_X14_Y3,192.48225,16.014621,50.48225,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,6,L2_X14_Y2,208.496875,16.014625,66.496875,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,7,L2_X13_Y2,224.491828,15.994952,82.491828,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,8,L2_X12_Y2,240.486771,15.994944,98.486771,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,9,L2_X11_Y2,256.481706,15.994935,114.481706,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,10,L2_X10_Y2,272.476633,15.994926,130.476633,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,11,L2_X9_Y2,288.471551,15.994918,146.471551,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,12,L2_X8_Y2,304.46646,15.994909,162.46646,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,13,L2_X7_Y2,320.461361,15.994901,178.461361,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,14,L2_X6_Y2,336.456253,15.994892,194.456253,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,15,L2_X5_Y2,352.451136,15.994883,210.451136,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,16,L2_X4_Y2,368.446011,15.994875,226.446011,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,17,L2_X4_Y1,384.4681,16.02209,242.4681,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,18,L1_X4_Y1,385.6873,1.2192,243.6873,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,19,L0_X4_Y1,386.9065,1.2192,244.9065,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,20,L0_X4_Y1,446.9065,60.0,304.9065,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,21,L1_X4_Y1,469.1257,22.2192,327.1257,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,22,L2_X4_Y1,470.3449,1.2192,328.3449,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,23,L2_X4_Y2,486.36699,16.02209,344.36699,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,24,L2_X5_Y2,502.361865,15.994875,360.361865,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,25,L2_X6_Y2,518.356748,15.994883,376.356748,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,26,L2_X6_Y3,534.377341,16.020593,392.377341,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,27,L2_X7_Y3,550.372229,15.994888,408.372229,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,28,L2_X8_Y3,566.367125,15.994896,424.367125,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,29,L2_X9_Y3,582.36203,15.994905,440.36203,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,30,L2_X10_Y3,598.356944,15.994914,456.356944,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,31,L2_X11_Y3,614.351866,15.994922,472.351866,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,32,L2_X12_Y3,630.346797,15.994931,488.346797,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,33,L2_X13_Y3,646.341737,15.99494,504.341737,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,34,L2_X14_Y3,662.336685,15.994948,520.336685,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,35,L2_X14_Y4,678.351306,16.014621,536.351306,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,36,L2_X14_Y5,694.365923,16.014617,552.365923,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,37,L2_X14_Y6,710.380535,16.014613,568.380535,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,38,L1_X14_Y6,711.599735,1.2192,569.599735,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000005,L0_X14_Y6,L0_X4_Y1,39,L0_X14_Y6,712.818935,1.2192,570.818935,570.818935,142.0,712.818935,25,0.139808,0.13124,1772649161.061794
FP000006,L0_X14_Y6,L0_X5_Y6,0,L0_X14_Y6,190.0,0.0,0.0,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
FP000006,L0_X14_Y6,L0_X5_Y6,1,L1_X14_Y6,191.2192,1.2192,1.2192,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
FP000006,L0_X14_Y6,L0_X5_Y6,2,L2_X14_Y6,192.4384,1.2192,2.4384,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
FP000006,L0_X14_Y6,L0_X5_Y6,3,L3_X14_Y6,193.6576,1.2192,3.6576,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
FP000006,L0_X14_Y6,L0_X5_Y6,4,L3_X14_Y5,209.672213,16.014613,19.672213,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
FP000006,L0_X14_Y6,L0_X5_Y6,5,L3_X13_Y5,225.667152,15.99494,35.667152,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
FP000006,L0_X14_Y6,L0_X5_Y6,6,L3_X12_Y5,241.662084,15.994931,51.662084,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
FP000006,L0_X14_Y6,L0_X5_Y6,7,L3_X11_Y5,257.657006,15.994923,67.657006,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
FP000006,L0_X14_Y6,L0_X5_Y6,8,L3_X10_Y5,273.65192,15.994914,83.65192,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
FP000006,L0_X14_Y6,L0_X5_Y6,9,L3_X9_Y5,289.646825,15.994905,99.646825,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
FP000006,L0_X14_Y6,L0_X5_Y6,10,L3_X8_Y5,305.641722,15.994897,115.641722,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
FP000006,L0_X14_Y6,L0_X5_Y6,11,L3_X7_Y5,321.63661,15.994888,131.63661,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
FP000006,L0_X14_Y6,L0_X5_Y6,12,L3_X6_Y5,337.631489,15.994879,147.631489,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
FP000006,L0_X14_Y6,L0_X5_Y6,13,L3_X6_Y6,353.652069,16.020579,163.652069,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
FP000006,L0_X14_Y6,L0_X5_Y6,14,L3_X5_Y6,369.646935,15.994867,179.646935,447.609071,190.0,637.609071,25,0.102928,0.189126,1772649161.215065
