Time,DroneID,X,Y,Z,Target position,Target Speed,Origin Lat,Origin Lon,Destination Lat,Destination Lon,Completed
820.00,FP000030,354.89,60.96,-22808.14,"(557.8576, 60.96, -23153.71)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
830.00,FP000005,4510.65,60.96,-26878.96,"(4584.168, 60.96, -26836.01)",20,4584.16845703125,-26836.0078125,820.271301269531,-24392.744140625,false
830.00,FP000008,3803.63,60.96,-27291.75,"(3891.205, 60.96, -27240.84)",20,4584.16845703125,-26836.0078125,1513.45959472656,-23988.0078125,false
830.00,FP000012,812.69,60.96,-23587.53,"(760.8444, 60.96, -23499.27)",20,354.889739990234,-22808.138671875,2875.3779296875,-25513.298828125,false
830.00,FP000014,354.89,10.48,-22808.14,"(354.8897, 0, -22808.14)",20,354.889739990234,-22808.138671875,2325.72607421875,-25370.166015625,false
830.00,FP000027,2191.61,60.96,-25933.93,"(2385.422, 60.96, -26263.59)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
830.00,FP000028,3722.48,91.44,-25370.57,"(3568.397, 91.44, -25108.46)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
830.00,FP000029,1215.97,60.96,-24273.93,"(1369.919, 60.96, -24535.93)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
830.00,FP000030,456.18,60.96,-22980.60,"(557.8576, 60.96, -23153.71)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
840.00,FP000008,3976.43,60.96,-27191.05,"(4237.696, 60.96, -27038.43)",20,4584.16845703125,-26836.0078125,1513.45959472656,-23988.0078125,false
840.00,FP000012,711.39,60.96,-23415.09,"(557.8576, 60.96, -23153.71)",20,354.889739990234,-22808.138671875,2875.3779296875,-25513.298828125,false
840.00,FP000027,2292.97,60.96,-26106.34,"(2385.422, 60.96, -26263.59)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
840.00,FP000028,3621.12,91.44,-25198.15,"(3568.397, 91.44, -25108.46)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
840.00,FP000029,1317.29,60.96,-24446.38,"(1369.919, 60.96, -24535.93)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
840.00,FP000030,557.47,60.96,-23153.05,"(760.8444, 60.96, -23499.27)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
850.00,FP000008,4149.13,60.96,-27090.17,"(4237.696, 60.96, -27038.43)",20,4584.16845703125,-26836.0078125,1513.45959472656,-23988.0078125,false
850.00,FP000012,610.10,60.96,-23242.64,"(557.8576, 60.96, -23153.71)",20,354.889739990234,-22808.138671875,2875.3779296875,-25513.298828125,false
850.00,FP000027,2394.34,60.96,-26278.75,"(2588.579, 60.96, -26609.1)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
850.00,FP000028,3519.77,91.44,-25025.73,"(3365.3, 91.44, -24762.94)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
850.00,FP000029,1400.32,91.44,-24587.66,"(1572.981, 91.44, -24881.47)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
850.00,FP000030,658.77,60.96,-23325.50,"(760.8444, 60.96, -23499.27)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
860.00,FP000008,4321.81,60.96,-26989.29,"(4584.168, 60.96, -26836.01)",20,4584.16845703125,-26836.0078125,1513.45959472656,-23988.0078125,false
860.00,FP000012,508.80,60.96,-23070.19,"(354.8897, 60.96, -22808.14)",20,354.889739990234,-22808.138671875,2875.3779296875,-25513.298828125,false
860.00,FP000027,2495.71,60.96,-26451.15,"(2588.579, 60.96, -26609.1)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
860.00,FP000028,3418.42,91.44,-24853.31,"(3365.3, 91.44, -24762.94)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
860.00,FP000029,1501.65,91.44,-24760.08,"(1572.981, 91.44, -24881.47)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
860.00,FP000030,760.07,60.96,-23497.95,"(760.8444, 91.44, -23499.27)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
870.00,FP000008,4494.50,60.96,-26888.39,"(4584.168, 60.96, -26836.01)",20,4584.16845703125,-26836.0078125,1513.45959472656,-23988.0078125,false
870.00,FP000012,407.51,60.96,-22897.72,"(354.8897, 60.96, -22808.14)",20,354.889739990234,-22808.138671875,2875.3779296875,-25513.298828125,false
870.00,FP000027,2597.08,60.96,-26623.55,"(2791.756, 60.96, -26954.61)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
870.00,FP000028,3280.80,91.44,-24816.50,"(3018.794, 91.44, -24965.36)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
870.00,FP000029,1602.98,91.44,-24932.51,"(1776.063, 91.44, -25227.01)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
870.00,FP000030,841.89,91.44,-23637.23,"(963.8502, 91.44, -23844.83)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
880.00,FP000027,2698.46,60.96,-26795.96,"(2791.756, 60.96, -26954.61)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
880.00,FP000028,3106.91,91.44,-24915.30,"(3018.794, 91.44, -24965.36)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
880.00,FP000029,1704.32,91.44,-25104.93,"(1776.063, 91.44, -25227.01)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
880.00,FP000030,943.19,91.44,-23809.67,"(963.8502, 91.44, -23844.83)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
890.00,FP000027,2807.07,60.96,-26941.21,"(3138.296, 60.96, -26752.23)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
890.00,FP000028,2969.00,91.44,-24878.66,"(2815.71, 91.44, -24619.83)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
890.00,FP000029,1805.66,91.44,-25277.36,"(1979.164, 91.44, -25572.54)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
890.00,FP000030,1044.51,91.44,-23982.11,"(1166.875, 91.44, -24190.38)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
900.00,FP000027,2980.79,60.96,-26842.10,"(3138.296, 60.96, -26752.23)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
900.00,FP000028,2867.08,91.44,-24706.57,"(2815.71, 91.44, -24619.83)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
900.00,FP000029,1907.00,91.44,-25449.78,"(1979.164, 91.44, -25572.54)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
900.00,FP000030,1145.82,91.44,-24154.55,"(1166.875, 91.44, -24190.38)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
910.00,FP000027,3137.90,40.98,-26752.46,"(3138.296, 30.48, -26752.23)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
910.00,FP000028,2765.45,91.44,-24534.31,"(2612.645, 91.44, -24274.3)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
910.00,FP000029,2008.35,91.44,-25622.20,"(2182.283, 91.44, -25918.07)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
910.00,FP000030,1247.14,91.44,-24326.99,"(1369.919, 91.44, -24535.93)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
920.00,FP000027,3138.30,0.00,-26752.23,"(3138.296, 0, -26752.23)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
920.00,FP000028,2664.12,91.44,-24361.89,"(2612.645, 91.44, -24274.3)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
920.00,FP000029,2109.71,91.44,-25794.62,"(2182.283, 91.44, -25918.07)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
920.00,FP000030,1348.47,91.44,-24499.43,"(1369.919, 91.44, -24535.93)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
930.00,FP000027,3138.30,0.00,-26752.23,"(3138.296, 0, -26752.23)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
930.00,FP000028,2562.79,91.44,-24189.46,"(2409.599, 91.44, -23928.75)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
930.00,FP000029,2211.07,91.44,-25967.03,"(2385.422, 91.44, -26263.59)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
930.00,FP000030,1449.80,91.44,-24671.86,"(1572.981, 91.44, -24881.47)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
940.00,FP000027,3138.30,0.00,-26752.23,"(3138.296, 0, -26752.23)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
940.00,FP000028,2461.47,91.44,-24017.02,"(2409.599, 91.44, -23928.75)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
940.00,FP000029,2312.44,91.44,-26139.44,"(2385.422, 91.44, -26263.59)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
940.00,FP000030,1551.13,91.44,-24844.29,"(1572.981, 91.44, -24881.47)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
940.00,FP000032,354.89,80.96,-22808.14,"(354.8897, 91.44, -22808.14)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
950.00,FP000027,3138.30,0.00,-26752.23,"(3138.296, 0, -26752.23)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
950.00,FP000028,2360.15,91.44,-23844.58,"(2206.572, 91.44, -23583.21)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
950.00,FP000029,2395.56,60.96,-26280.83,"(2588.579, 60.96, -26609.1)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
950.00,FP000030,1652.46,91.44,-25016.71,"(1776.063, 91.44, -25227.01)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
950.00,FP000032,446.05,91.44,-22963.35,"(557.8576, 91.44, -23153.71)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
960.00,FP000027,3138.30,0.00,-26752.23,"(3138.296, 0, -26752.23)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
960.00,FP000028,2258.83,91.44,-23672.14,"(2206.572, 91.44, -23583.21)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
960.00,FP000029,2496.93,60.96,-26453.23,"(2588.579, 60.96, -26609.1)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
960.00,FP000030,1753.80,91.44,-25189.13,"(1776.063, 91.44, -25227.01)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
960.00,FP000032,547.34,91.44,-23135.81,"(557.8576, 91.44, -23153.71)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
970.00,FP000027,3138.30,0.00,-26752.23,"(3138.296, 0, -26752.23)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
970.00,FP000028,2206.57,10.48,-23583.21,"(2206.572, 0, -23583.21)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
970.00,FP000029,2588.44,40.97,-26608.86,"(2588.579, 30.48, -26609.1)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
970.00,FP000030,1855.15,91.44,-25361.55,"(1979.164, 91.44, -25572.54)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
970.00,FP000032,648.64,91.44,-23308.25,"(760.8444, 91.44, -23499.27)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
970.00,FP000033,354.89,50.48,-22808.14,"(354.8897, 60.96, -22808.14)",20,354.889739990234,-22808.138671875,1048.08459472656,-22403.37109375,false
980.00,FP000027,3086.48,60.96,-26782.49,"(2791.756, 60.96, -26954.61)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
980.00,FP000028,2206.57,0.00,-23583.21,"(2206.572, 0, -23583.21)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
980.00,FP000029,2588.58,0.00,-26609.10,"(2588.579, 0, -26609.1)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
980.00,FP000030,1956.49,91.44,-25533.97,"(1979.164, 91.44, -25572.54)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
980.00,FP000032,749.94,91.44,-23480.70,"(760.8444, 91.44, -23499.27)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
980.00,FP000033,510.33,60.96,-22717.38,"(701.4966, 60.96, -22605.76)",20,354.889739990234,-22808.138671875,1048.08459472656,-22403.37109375,false
990.00,FP000027,2913.78,60.96,-26883.35,"(2791.756, 60.96, -26954.61)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
990.00,FP000028,2206.57,0.00,-23583.21,"(2206.572, 0, -23583.21)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
990.00,FP000029,2588.58,0.00,-26609.10,"(2588.579, 0, -26609.1)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
990.00,FP000030,2039.98,60.96,-25675.99,"(2182.283, 60.96, -25918.07)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
990.00,FP000032,851.24,91.44,-23653.14,"(963.8502, 91.44, -23844.83)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
990.00,FP000033,683.05,60.96,-22616.54,"(701.4966, 60.96, -22605.76)",20,354.889739990234,-22808.138671875,1048.08459472656,-22403.37109375,false
1000.00,FP000027,2762.30,60.96,-26902.33,"(2588.579, 60.96, -26609.1)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
1000.00,FP000028,2206.57,0.00,-23583.21,"(2206.572, 0, -23583.21)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
1000.00,FP000029,2588.58,0.00,-26609.10,"(2588.579, 0, -26609.1)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
1000.00,FP000030,2141.34,60.96,-25848.42,"(2182.283, 60.96, -25918.07)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
1000.00,FP000032,952.54,91.44,-23825.59,"(963.8502, 91.44, -23844.83)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
1000.00,FP000033,855.76,60.96,-22515.68,"(1048.085, 60.96, -22403.37)",20,354.889739990234,-22808.138671875,1048.08459472656,-22403.37109375,false
1000.00,FP000034,385.28,60.96,-22859.88,"(557.8576, 60.96, -23153.71)",20,354.889739990234,-22808.138671875,3365.29956054688,-24762.939453125,false
1010.00,FP000027,2660.36,60.96,-26730.26,"(2588.579, 60.96, -26609.1)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
1010.00,FP000028,2206.57,0.00,-23583.21,"(2206.572, 0, -23583.21)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
1010.00,FP000029,2588.58,0.00,-26609.10,"(2588.579, 0, -26609.1)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
1010.00,FP000030,2242.70,60.96,-26020.82,"(2385.422, 60.96, -26263.59)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
1010.00,FP000032,1053.86,91.44,-23998.03,"(1166.875, 91.44, -24190.38)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
1010.00,FP000033,1028.47,60.96,-22414.83,"(1048.085, 60.96, -22403.37)",20,354.889739990234,-22808.138671875,1048.08459472656,-22403.37109375,false
1010.00,FP000034,486.57,60.96,-23032.34,"(557.8576, 60.96, -23153.71)",20,354.889739990234,-22808.138671875,3365.29956054688,-24762.939453125,false
1020.00,FP000027,2558.59,60.96,-26558.09,"(2385.422, 60.96, -26263.59)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
1020.00,FP000028,2206.57,0.00,-23583.21,"(2206.572, 0, -23583.21)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
1020.00,FP000029,2588.58,0.00,-26609.10,"(2588.579, 0, -26609.1)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
1020.00,FP000030,2344.06,60.96,-26193.23,"(2385.422, 60.96, -26263.59)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
1020.00,FP000032,1155.17,91.44,-24170.47,"(1166.875, 91.44, -24190.38)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
1020.00,FP000033,1048.08,0.00,-22403.37,"(1048.085, 0, -22403.37)",20,354.889739990234,-22808.138671875,1048.08459472656,-22403.37109375,false
1020.00,FP000034,587.86,60.96,-23204.79,"(760.8444, 60.96, -23499.27)",20,354.889739990234,-22808.138671875,3365.29956054688,-24762.939453125,false
1020.00,FP000035,405.53,60.96,-22894.37,"(557.8576, 60.96, -23153.71)",20,354.889739990234,-22808.138671875,1572.98132324219,-24881.474609375,false
1020.00,FP000036,4584.17,20.00,-26836.01,"(4584.168, 30.48, -26836.01)",20,4584.16845703125,-26836.0078125,3688.001953125,-26895.34375,false
1030.00,FP000027,2457.22,60.96,-26385.69,"(2385.422, 60.96, -26263.59)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
1030.00,FP000028,2206.57,0.00,-23583.21,"(2206.572, 0, -23583.21)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
1030.00,FP000029,2588.58,0.00,-26609.10,"(2588.579, 0, -26609.1)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
1030.00,FP000030,2281.22,60.96,-26323.12,"(2038.852, 60.96, -26465.95)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
1030.00,FP000032,1256.50,91.44,-24342.91,"(1369.919, 91.44, -24535.93)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
1030.00,FP000033,1048.08,0.00,-22403.37,"(1048.085, 0, -22403.37)",20,354.889739990234,-22808.138671875,1048.08459472656,-22403.37109375,false
1030.00,FP000034,689.16,60.96,-23377.23,"(760.8444, 60.96, -23499.27)",20,354.889739990234,-22808.138671875,3365.29956054688,-24762.939453125,false
1030.00,FP000035,506.83,60.96,-23066.83,"(557.8576, 60.96, -23153.71)",20,354.889739990234,-22808.138671875,1572.98132324219,-24881.474609375,false
1030.00,FP000036,4463.29,60.96,-26906.64,"(4237.696, 60.96, -27038.43)",20,4584.16845703125,-26836.0078125,3688.001953125,-26895.34375,false
1040.00,FP000027,2355.85,60.96,-26213.29,"(2182.283, 60.96, -25918.07)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
1040.00,FP000028,2236.97,91.44,-23634.94,"(2409.599, 91.44, -23928.75)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
1040.00,FP000029,2588.58,10.48,-26609.10,"(2588.579, 0, -26609.1)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
1040.00,FP000030,2108.91,60.96,-26424.66,"(2038.852, 60.96, -26465.95)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
1040.00,FP000032,1357.82,91.44,-24515.35,"(1369.919, 91.44, -24535.93)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
1040.00,FP000033,1048.08,0.00,-22403.37,"(1048.085, 0, -22403.37)",20,354.889739990234,-22808.138671875,1048.08459472656,-22403.37109375,false
1040.00,FP000034,790.46,60.96,-23549.68,"(963.8502, 60.96, -23844.83)",20,354.889739990234,-22808.138671875,3365.29956054688,-24762.939453125,false
1040.00,FP000035,608.12,60.96,-23239.28,"(760.8444, 60.96, -23499.27)",20,354.889739990234,-22808.138671875,1572.98132324219,-24881.474609375,false
1040.00,FP000036,4290.60,60.96,-27007.53,"(4237.696, 60.96, -27038.43)",20,4584.16845703125,-26836.0078125,3688.001953125,-26895.34375,false
1050.00,FP000027,2254.49,60.96,-26040.88,"(2182.283, 60.96, -25918.07)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
1050.00,FP000028,2338.28,91.44,-23807.38,"(2409.599, 91.44, -23928.75)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
1050.00,FP000029,2588.58,20.00,-26609.10,"(2588.579, 30.48, -26609.1)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
1050.00,FP000030,1936.36,60.96,-26525.78,"(1692.262, 60.96, -26668.29)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
1050.00,FP000032,1459.15,91.44,-24687.77,"(1572.981, 91.44, -24881.47)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
1050.00,FP000033,1048.08,0.00,-22403.37,"(1048.085, 0, -22403.37)",20,354.889739990234,-22808.138671875,1048.08459472656,-22403.37109375,false
1050.00,FP000034,891.76,60.96,-23722.12,"(963.8502, 60.96, -23844.83)",20,354.889739990234,-22808.138671875,3365.29956054688,-24762.939453125,false
1050.00,FP000035,709.42,60.96,-23411.72,"(760.8444, 60.96, -23499.27)",20,354.889739990234,-22808.138671875,1572.98132324219,-24881.474609375,false
1050.00,FP000036,4117.90,60.96,-27108.41,"(3891.205, 60.96, -27240.84)",20,4584.16845703125,-26836.0078125,3688.001953125,-26895.34375,false
1060.00,FP000027,2153.13,60.96,-25868.46,"(1979.164, 60.96, -25572.54)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
1060.00,FP000028,2439.61,91.44,-23979.82,"(2612.645, 91.44, -24274.3)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
1060.00,FP000029,2558.17,60.96,-26557.38,"(2385.422, 60.96, -26263.59)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
1060.00,FP000030,1763.64,60.96,-26626.62,"(1692.262, 60.96, -26668.29)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
1060.00,FP000032,1560.48,91.44,-24860.20,"(1572.981, 91.44, -24881.47)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
1060.00,FP000033,1048.08,0.00,-22403.37,"(1048.085, 0, -22403.37)",20,354.889739990234,-22808.138671875,1048.08459472656,-22403.37109375,false
1060.00,FP000034,973.98,91.44,-23862.08,"(1166.875, 91.44, -24190.38)",20,354.889739990234,-22808.138671875,3365.29956054688,-24762.939453125,false
1060.00,FP000035,810.72,60.96,-23584.17,"(963.8502, 60.96, -23844.83)",20,354.889739990234,-22808.138671875,1572.98132324219,-24881.474609375,false
1060.00,FP000036,3945.21,60.96,-27209.29,"(3891.205, 60.96, -27240.84)",20,4584.16845703125,-26836.0078125,3688.001953125,-26895.34375,false
1070.00,FP000027,2051.77,60.96,-25696.04,"(1979.164, 60.96, -25572.54)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
1070.00,FP000028,2540.93,91.44,-24152.26,"(2612.645, 91.44, -24274.3)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
1070.00,FP000029,2456.80,60.96,-26384.98,"(2385.422, 60.96, -26263.59)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
1070.00,FP000030,1692.26,0.00,-26668.29,"(1692.262, 0, -26668.29)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
1070.00,FP000032,1661.82,91.44,-25032.63,"(1776.063, 91.44, -25227.01)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
1070.00,FP000033,1048.08,0.00,-22403.37,"(1048.085, 0, -22403.37)",20,354.889739990234,-22808.138671875,1048.08459472656,-22403.37109375,false
1070.00,FP000034,1075.30,91.44,-24034.52,"(1166.875, 91.44, -24190.38)",20,354.889739990234,-22808.138671875,3365.29956054688,-24762.939453125,false
1070.00,FP000035,912.02,60.96,-23756.61,"(963.8502, 60.96, -23844.83)",20,354.889739990234,-22808.138671875,1572.98132324219,-24881.474609375,false
1070.00,FP000036,3840.51,30.48,-27154.64,"(3688.002, 30.48, -26895.34)",20,4584.16845703125,-26836.0078125,3688.001953125,-26895.34375,false
1080.00,FP000027,1950.41,60.96,-25523.63,"(1776.063, 60.96, -25227.01)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
1080.00,FP000028,2642.26,91.44,-24324.69,"(2815.71, 91.44, -24619.83)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
1080.00,FP000029,2355.43,60.96,-26212.58,"(2182.283, 60.96, -25918.07)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
1080.00,FP000030,1692.26,0.00,-26668.29,"(1692.262, 0, -26668.29)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
1080.00,FP000032,1763.16,91.44,-25205.05,"(1776.063, 91.44, -25227.01)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
1080.00,FP000033,1030.81,60.96,-22413.46,"(701.4966, 60.96, -22605.76)",20,354.889739990234,-22808.138671875,1048.08459472656,-22403.37109375,false
1080.00,FP000034,1176.61,91.44,-24206.96,"(1369.919, 91.44, -24535.93)",20,354.889739990234,-22808.138671875,3365.29956054688,-24762.939453125,false
1080.00,FP000035,963.85,101.92,-23844.83,"(963.8502, 91.44, -23844.83)",20,354.889739990234,-22808.138671875,1572.98132324219,-24881.474609375,false
1080.00,FP000036,3739.11,30.48,-26982.25,"(3688.002, 30.48, -26895.34)",20,4584.16845703125,-26836.0078125,3688.001953125,-26895.34375,false
1080.00,FP000037,354.89,60.96,-22808.14,"(557.8576, 60.96, -23153.71)",20,354.889739990234,-22808.138671875,4177.802734375,-26145.0078125,false
1090.00,FP000027,1849.06,60.96,-25351.20,"(1776.063, 60.96, -25227.01)",20,354.889739990234,-22808.138671875,3138.29614257813,-26752.232421875,false
1090.00,FP000028,2743.59,91.44,-24497.11,"(2815.71, 91.44, -24619.83)",20,4584.16845703125,-26836.0078125,2206.57202148438,-23583.20703125,false
1090.00,FP000029,2254.07,60.96,-26040.17,"(2182.283, 60.96, -25918.07)",20,354.889739990234,-22808.138671875,2588.57934570313,-26609.1015625,false
1090.00,FP000030,1692.26,0.00,-26668.29,"(1692.262, 0, -26668.29)",20,354.889739990234,-22808.138671875,1692.26245117188,-26668.291015625,false
1090.00,FP000032,1857.14,91.44,-25364.95,"(1979.164, 91.44, -25572.54)",20,354.889739990234,-22808.138671875,3198.16625976563,-27645.609375,false
1090.00,FP000033,858.10,60.96,-22514.32,"(701.4966, 60.96, -22605.76)",20,354.889739990234,-22808.138671875,1048.08459472656,-22403.37109375,false
1090.00,FP000034,1277.94,91.44,-24379.40,"(1369.919, 91.44, -24535.93)",20,354.889739990234,-22808.138671875,3365.29956054688,-24762.939453125,false
1090.00,FP000035,1034.77,121.92,-23965.54,"(1166.875, 121.92, -24190.38)",20,354.889739990234,-22808.138671875,1572.98132324219,-24881.474609375,false
1090.00,FP000036,3688.00,0.00,-26895.34,"(3688.002, 0, -26895.34)",20,4584.16845703125,-26836.0078125,3688.001953125,-26895.34375,false
1090.00,FP000037,456.18,60.96,-22980.60,"(557.8576, 60.96, -23153.71)",20,354.889739990234,-22808.138671875,4177.802734375,-26145.0078125,false
