Time,Mean_Distance
14660.00,8736.80
14670.00,8743.23
14680.00,8754.90
14690.00,8770.97
14700.00,8790.74
14710.00,8814.07
14720.00,8865.32
14730.00,8673.69
14740.00,8693.41
14750.00,8717.13
14760.00,8748.57
14770.00,8782.16
14780.00,8816.75
14790.00,8853.11
14800.00,8826.85
14810.00,8866.93
14820.00,8800.79
14830.00,8844.17
14840.00,8889.43
14850.00,8767.60
14860.00,8785.31
14870.00,8803.00
14880.00,8820.62
14890.00,8836.14
14900.00,8853.96
14910.00,8873.90
14920.00,8700.38
14930.00,8720.86
14940.00,8912.55
14950.00,8870.50
14960.00,8832.38
14970.00,8795.87
14980.00,8759.10
14990.00,8913.67
15000.00,8894.43
15010.00,8880.34
15020.00,8871.48
15030.00,8870.02
15040.00,8878.55
15050.00,8892.10
15060.00,8908.41
15070.00,8741.64
15080.00,8747.84
15090.00,8749.69
15100.00,8755.24
15110.00,8764.50
15120.00,8777.68
15130.00,8790.63
15140.00,8795.23
15150.00,8801.55
15160.00,8810.31
15170.00,8821.41
15180.00,8829.59
15190.00,8799.84
15200.00,8759.62
15210.00,8723.89
15220.00,8693.05
15230.00,8666.33
15240.00,8642.88
15250.00,8591.03
15260.00,8703.65
15270.00,8684.89
15280.00,8540.28
15290.00,8501.77
15300.00,8429.39
15310.00,8358.41
15320.00,8288.86
15330.00,8220.79
15340.00,8154.16
15350.00,8097.86
15360.00,7874.54
15370.00,7822.92
15380.00,7772.86
15390.00,7724.41
15400.00,7687.19
15410.00,7484.66
15420.00,7349.21
15430.00,7559.90
15440.00,7573.05
15450.00,7588.34
15460.00,7466.21
15470.00,7484.41
15480.00,7504.99
15490.00,7309.53
15500.00,7348.09
15510.00,7606.79
15520.00,7764.97
15530.00,7820.04
15540.00,7791.33
15550.00,7854.52
15560.00,7915.36
15570.00,8252.32
15580.00,8331.45
15590.00,8411.04
15600.00,8491.04
15610.00,8571.43
15620.00,8643.30
15630.00,8702.54
15640.00,8762.74
15650.00,8823.89
15660.00,8870.16
15670.00,8850.45
15680.00,8814.39
15690.00,8779.87
15700.00,8747.00
15710.00,8715.87
15720.00,8688.27
15730.00,8694.00
15740.00,8714.97
15750.00,8733.15
15760.00,8697.06
15770.00,8669.94
15780.00,8644.54
15790.00,8627.59
15800.00,8710.84
15810.00,8734.93
15820.00,8762.70
15830.00,8784.67
15840.00,8805.88
15850.00,8771.49
15860.00,8806.49
15870.00,8844.87
15880.00,8889.18
15890.00,8942.76
15900.00,8999.87
15910.00,8883.24
15920.00,8947.84
15930.00,9228.24
15940.00,9342.36
15950.00,9461.14
15960.00,9582.03
15970.00,9693.01
15980.00,9653.00
15990.00,9059.46
16000.00,9153.85
16010.00,9249.91
16020.00,9637.71
16030.00,9465.91
16040.00,9350.29
16050.00,9369.17
16060.00,9388.68
16070.00,9409.38
16080.00,9438.21
16090.00,9306.12
16100.00,9334.92
16110.00,9364.45
16120.00,9391.03
16130.00,9363.09
16140.00,9313.53
16150.00,9279.30
16160.00,9245.36
16170.00,9211.73
16180.00,9134.07
16190.00,9021.86
16200.00,8910.57
16210.00,8800.27
16220.00,8539.73
16230.00,8383.62
16240.00,8293.84
16250.00,8258.19
16260.00,8183.03
16270.00,8108.89
16280.00,8036.15
16290.00,7979.27
16300.00,7920.42
16310.00,7862.79
16320.00,7806.38
16330.00,7751.32
16340.00,7680.00
16350.00,7628.64
16360.00,7562.55
16370.00,7501.29
16380.00,7444.95
16390.00,7392.99
16400.00,7346.50
16410.00,7359.69
16420.00,7310.09
16430.00,7207.83
16440.00,7175.62
16450.00,7146.82
16460.00,6990.39
16470.00,6977.08
16480.00,6967.66
16490.00,6956.07
16500.00,6936.02
16510.00,6920.65
16520.00,6911.64
16530.00,6909.29
16540.00,6909.93
16550.00,7124.28
16560.00,7130.95
16570.00,7138.76
16580.00,7147.67
16590.00,7157.65
16600.00,7168.70
16610.00,7180.84
16620.00,7371.35
16630.00,7392.60
16640.00,7420.98
16650.00,7452.23
16660.00,7487.49
16670.00,7527.09
16680.00,7525.56
16690.00,7502.27
16700.00,7453.28
16710.00,7190.81
16720.00,6994.11
16730.00,6973.68
16740.00,6956.30
16750.00,6941.93
16760.00,7080.25
16770.00,7066.01
16780.00,7053.35
16790.00,7042.28
16800.00,7034.53
16810.00,6950.19
16820.00,6957.07
16830.00,6965.04
16840.00,6976.03
16850.00,7003.51
16860.00,7036.56
16870.00,7072.69
16880.00,7110.43
16890.00,7003.17
16900.00,7045.53
16910.00,7089.16
16920.00,7153.72
16930.00,7230.64
16940.00,7457.29
16950.00,7544.34
16960.00,7634.87
16970.00,7728.95
16980.00,7827.74
16990.00,7930.89
17000.00,8045.35
17010.00,8127.37
17020.00,8259.16
17030.00,8343.35
17040.00,8433.47
17050.00,8507.31
17060.00,8582.89
17070.00,8655.85
17080.00,8720.25
17090.00,8492.80
17100.00,8550.17
17110.00,8610.16
17120.00,8672.27
17130.00,8736.45
17140.00,8861.73
17150.00,8903.81
17160.00,8938.14
17170.00,8970.03
17180.00,8744.89
17190.00,8778.89
17200.00,8815.25
17210.00,8894.69
17220.00,8874.05
17230.00,8824.42
17240.00,8767.23
17250.00,8713.95
17260.00,8664.30
17270.00,8617.93
17280.00,8574.78
17290.00,8740.38
17300.00,8455.06
17310.00,8387.47
17320.00,8353.38
17330.00,8267.56
17340.00,8190.36
17350.00,7957.34
17360.00,7944.00
17370.00,7746.59
17380.00,7696.04
17390.00,7789.49
17400.00,7644.31
17410.00,7608.97
17420.00,7569.83
17430.00,7549.05
17440.00,7530.33
17450.00,7399.56
17460.00,7381.98
17470.00,7361.73
17480.00,7452.59
17490.00,7431.49
17500.00,7411.25
17510.00,7396.72
17520.00,7374.42
17530.00,7343.13
17540.00,7312.43
17550.00,7296.56
17560.00,7208.89
17570.00,7196.43
17580.00,7104.81
17590.00,7059.15
17600.00,7051.85
17610.00,7044.88
17620.00,6928.16
17630.00,6912.38
17640.00,6897.39
17650.00,6874.65
17660.00,6840.35
17670.00,6805.32
17680.00,6771.81
17690.00,6739.65
17700.00,6708.62
17710.00,6678.66
17720.00,6651.14
17730.00,6624.36
17740.00,6599.49
17750.00,6575.62
17760.00,6426.01
17770.00,6406.42
17780.00,6388.11
17790.00,6371.21
17800.00,6355.85
17810.00,6342.10
17820.00,6330.04
17830.00,6319.70
17840.00,6311.09
17850.00,6304.26
17860.00,6299.51
17870.00,6411.46
17880.00,6414.47
17890.00,6501.63
17900.00,6472.41
17910.00,6446.31
17920.00,6423.02
17930.00,6291.28
17940.00,6288.40
17950.00,6287.95
17960.00,6289.68
17970.00,6293.37
17980.00,6298.80
17990.00,6305.77
18000.00,6312.08
18010.00,6311.80
18020.00,6311.20
18030.00,6311.80
18040.00,6313.60
18050.00,6316.70
18060.00,6321.26
18070.00,6327.64
18080.00,6336.44
18090.00,6350.67
18100.00,6369.18
18110.00,6390.17
18120.00,6493.26
18130.00,6515.75
18140.00,6541.01
18150.00,6577.87
18160.00,6615.34
18170.00,6641.40
18180.00,6593.93
18190.00,6616.54
18200.00,6531.35
18210.00,6552.43
18220.00,6658.67
18230.00,6677.76
18240.00,6679.08
18250.00,6703.58
18260.00,6727.21
18270.00,6749.57
18280.00,6774.20
18290.00,6801.05
18300.00,6830.87
18310.00,6862.95
18320.00,6911.71
18330.00,7072.05
18340.00,7150.30
18350.00,7188.90
18360.00,7287.87
18370.00,7392.68
18380.00,7496.66
18390.00,7605.27
18400.00,7717.09
18410.00,7832.55
18420.00,7937.90
18430.00,8011.73
18440.00,8069.10
18450.00,8133.63
18460.00,8198.91
18470.00,8260.93
18480.00,8312.81
18490.00,8366.82
18500.00,8427.70
18510.00,8448.77
18520.00,8444.26
18530.00,8448.41
18540.00,8463.82
18550.00,8498.97
18560.00,8490.70
18570.00,8474.73
18580.00,8461.77
18590.00,8465.97
18600.00,8478.74
18610.00,8500.41
18620.00,8530.72
18630.00,8564.87
18640.00,8608.06
18650.00,8609.46
18660.00,8595.57
18670.00,8548.26
18680.00,8507.59
18690.00,8470.80
18700.00,8426.02
18710.00,8375.29
18720.00,8332.29
18730.00,8295.52
18740.00,8319.63
18750.00,8192.42
18760.00,8116.36
18770.00,8021.05
18780.00,7975.16
18790.00,7935.60
18800.00,7964.61
18810.00,7996.49
18820.00,7985.30
18830.00,7976.92
18840.00,7955.38
18850.00,7929.44
18860.00,7906.34
18870.00,7882.49
18880.00,7856.90
18890.00,7879.71
18900.00,7877.13
18910.00,7834.50
18920.00,7902.29
18930.00,7833.03
18940.00,7736.37
18950.00,7796.91
18960.00,7717.23
18970.00,7639.54
18980.00,7750.41
18990.00,7716.82
19000.00,7673.52
19010.00,7625.60
19020.00,7462.45
19030.00,7413.35
19040.00,7364.70
19050.00,7316.50
19060.00,7268.75
19070.00,7221.46
19080.00,7174.61
19090.00,7128.22
19100.00,7272.68
19110.00,7226.49
19120.00,7191.30
19130.00,7224.54
19140.00,7214.67
19150.00,7220.08
19160.00,7227.41
19170.00,7236.60
19180.00,7247.57
19190.00,7260.28
19200.00,7275.09
19210.00,7288.44
19220.00,7388.88
19230.00,7470.13
19240.00,7507.60
19250.00,7569.34
19260.00,7635.51
19270.00,7705.06
19280.00,7777.72
19290.00,7853.07
19300.00,7931.12
19310.00,8013.89
19320.00,8163.76
19330.00,8294.03
19340.00,8411.14
19350.00,8476.87
19360.00,8481.31
19370.00,8491.75
19380.00,8501.59
19390.00,8513.62
19400.00,8527.94
19410.00,8246.67
19420.00,8263.74
19430.00,8115.81
19440.00,8298.08
19450.00,8340.83
19460.00,8383.07
19470.00,8117.13
19480.00,8166.53
19490.00,8194.30
19500.00,8163.79
19510.00,8121.38
19520.00,8060.86
19530.00,7994.81
19540.00,7929.68
19550.00,7865.49
19560.00,7802.26
19570.00,7740.02
19580.00,7678.80
19590.00,7618.82
19600.00,7860.73
19610.00,7818.91
19620.00,7777.35
19630.00,7736.06
19640.00,7695.03
19650.00,7657.13
19660.00,7649.14
19670.00,7733.77
19680.00,7709.28
19690.00,7688.13
19700.00,7671.61
19710.00,7659.14
19720.00,7650.06
19730.00,7557.87
19740.00,7295.88
19750.00,7288.61
19760.00,7047.32
19770.00,7065.50
19780.00,7346.24
19790.00,7407.06
19800.00,7469.19
19810.00,7532.31
19820.00,7596.34
19830.00,7661.32
19840.00,7742.20
19850.00,8147.66
19860.00,8284.85
19870.00,8444.62
19880.00,8555.81
19890.00,8598.92
19900.00,8632.48
19910.00,8668.71
19920.00,8707.85
19930.00,8750.14
19940.00,8733.69
19950.00,8684.05
19960.00,8636.47
19970.00,8533.61
19980.00,8505.00
19990.00,8485.62
20000.00,8467.87
20010.00,8451.50
20020.00,8257.79
20030.00,8242.15
20040.00,8227.98
20050.00,8024.24
20060.00,8012.18
20070.00,8001.31
20080.00,7991.66
20090.00,7968.75
20100.00,7882.48
20110.00,7787.82
20120.00,7598.08
20130.00,7507.87
20140.00,7464.41
20150.00,7447.22
20160.00,7660.55
20170.00,7701.83
20180.00,7707.66
20190.00,7695.85
20200.00,7717.92
20210.00,7599.75
20220.00,7627.03
20230.00,7656.53
20240.00,7688.36
20250.00,7722.64
20260.00,7641.64
20270.00,7659.67
20280.00,7668.05
20290.00,7689.28
20300.00,7712.07
20310.00,7736.43
20320.00,7762.38
20330.00,7789.92
20340.00,7777.10
20350.00,7806.70
20360.00,7837.89
20370.00,7925.57
20380.00,7979.27
20390.00,8035.68
20400.00,8093.41
20410.00,8153.27
20420.00,8213.00
20430.00,8274.49
20440.00,8324.49
20450.00,8319.76
20460.00,8271.14
20470.00,8200.36
20480.00,8136.20
20490.00,7961.70
20500.00,7780.23
20510.00,7719.11
20520.00,7662.06
20530.00,7609.29
20540.00,7560.68
20550.00,7516.08
20560.00,7475.64
20570.00,7549.82
20580.00,7528.79
20590.00,7516.05
20600.00,7506.80
20610.00,7468.69
20620.00,7462.81
20630.00,7407.57
20640.00,7342.83
20650.00,7342.67
20660.00,7341.00
20670.00,7341.91
20680.00,7349.62
20690.00,7358.89
20700.00,7369.36
20710.00,7312.78
20720.00,7323.43
20730.00,7331.61
20740.00,7339.91
20750.00,7344.59
20760.00,7934.44
20770.00,7790.62
20780.00,7739.68
20790.00,7706.30
20800.00,7675.86
20810.00,7647.73
20820.00,7573.42
20830.00,7540.36
20840.00,7509.21
20850.00,7480.01
20860.00,7453.19
20870.00,7433.39
20880.00,7415.54
20890.00,7402.12
20900.00,7390.25
20910.00,7379.94
20920.00,7371.28
20930.00,7364.48
20940.00,7365.17
20950.00,7363.52
20960.00,7363.67
20970.00,7367.81
20980.00,7377.75
20990.00,7389.88
21000.00,7238.39
21010.00,7090.98
21020.00,7093.12
21030.00,7094.41
21040.00,7100.29
21050.00,7270.23
21060.00,7297.79
21070.00,7175.26
21080.00,7047.87
21090.00,6928.40
21100.00,6976.02
21110.00,6866.46
21120.00,6762.71
21130.00,7001.42
21140.00,7054.81
21150.00,7110.61
21160.00,7168.72
21170.00,7228.68
21180.00,7290.74
21190.00,7350.53
21200.00,7403.31
21210.00,7457.54
21220.00,7520.65
21230.00,7429.16
21240.00,7326.98
21250.00,7383.59
21260.00,7442.94
21270.00,7506.30
21280.00,7714.11
21290.00,7722.71
21300.00,7562.17
21310.00,7576.84
21320.00,7594.79
21330.00,7616.20
21340.00,7620.04
21350.00,7620.45
21360.00,7626.06
21370.00,7636.76
21380.00,7650.40
21390.00,7658.46
21400.00,7668.95
21410.00,7682.22
21420.00,7693.11
21430.00,7707.46
21440.00,7724.99
21450.00,7735.25
21460.00,7563.17
21470.00,7577.47
21480.00,7594.06
21490.00,7613.45
21500.00,7638.74
21510.00,7669.22
21520.00,7699.50
21530.00,7726.27
21540.00,7922.23
21550.00,7950.82
21560.00,7980.55
21570.00,8177.40
21580.00,8260.18
21590.00,8288.16
21600.00,8187.27
21610.00,8164.45
21620.00,8140.94
21630.00,7952.37
21640.00,7945.92
21650.00,7946.97
21660.00,7817.41
21670.00,7830.78
21680.00,8014.90
21690.00,8006.23
21700.00,7995.69
21710.00,7987.02
21720.00,7978.15
21730.00,7973.70
21740.00,7798.04
21750.00,7799.41
21760.00,7802.78
21770.00,7612.97
21780.00,7591.95
21790.00,7408.06
21800.00,7370.23
21810.00,7484.17
21820.00,7449.95
21830.00,7418.46
21840.00,7505.61
21850.00,7481.08
21860.00,7458.74
21870.00,7455.87
21880.00,7166.20
21890.00,7152.47
21900.00,7310.79
21910.00,7303.31
21920.00,7293.86
21930.00,7286.48
21940.00,7119.53
21950.00,7070.12
21960.00,7023.05
21970.00,6978.43
21980.00,6936.35
21990.00,6896.49
22000.00,6853.31
22010.00,6805.98
22020.00,6765.11
22030.00,6728.81
22040.00,6529.62
22050.00,6504.68
22060.00,6490.08
22070.00,6481.61
22080.00,6338.49
22090.00,6379.74
22100.00,6453.26
22110.00,6534.57
22120.00,6615.66
22130.00,6820.75
22140.00,6984.69
22150.00,7073.38
22160.00,7167.56
22170.00,7263.94
22180.00,7358.37
22190.00,7339.23
22200.00,7438.47
22210.00,7528.10
22220.00,7619.15
22230.00,7710.57
22240.00,7941.70
22250.00,8043.79
22260.00,8148.25
22270.00,8337.45
22280.00,8386.82
22290.00,8473.10
22300.00,8505.14
22310.00,8488.56
22320.00,8593.54
22330.00,8584.93
22340.00,8690.90
22350.00,8792.51
22360.00,8888.30
22370.00,8508.62
22380.00,8512.41
22390.00,8391.26
22400.00,8401.13
22410.00,8419.24
22420.00,8561.22
22430.00,8532.02
22440.00,8506.48
22450.00,8401.41
22460.00,8372.01
22470.00,8352.86
22480.00,8378.13
22490.00,8196.01
22500.00,8171.61
22510.00,8149.84
22520.00,8006.02
22530.00,8142.32
22540.00,8115.68
22550.00,8320.51
22560.00,8456.16
22570.00,8587.71
22580.00,8555.45
22590.00,8520.70
22600.00,8636.88
22610.00,8592.24
22620.00,8495.19
22630.00,8536.93
22640.00,8429.79
22650.00,8318.70
22660.00,8132.71
22670.00,7982.99
22680.00,7509.52
22690.00,7375.44
22700.00,7427.59
22710.00,7309.08
22720.00,7189.35
22730.00,7071.78
22740.00,7123.72
22750.00,7020.47
22760.00,6894.89
22770.00,6767.55
22780.00,6597.31
22790.00,6520.62
22800.00,6443.14
22810.00,6061.07
22820.00,6025.76
22830.00,5995.57
22840.00,5969.13
22850.00,5947.31
22860.00,6294.04
22870.00,6291.38
22880.00,6294.26
22890.00,6602.88
22900.00,6614.72
22910.00,6628.41
22920.00,6843.10
22930.00,6857.99
22940.00,6875.27
22950.00,7016.84
22960.00,7033.46
22970.00,6920.64
22980.00,7030.64
22990.00,7046.77
23000.00,7225.92
23010.00,7238.39
23020.00,7376.62
23030.00,7393.43
23040.00,7406.93
23050.00,7420.44
23060.00,7268.41
23070.00,6478.77
23080.00,6478.77
23090.00,6478.77
23100.00,6478.77
23110.00,6478.77
23120.00,6478.77
23130.00,6478.77
23140.00,6478.77
23150.00,6478.77
23160.00,6478.77
23170.00,6478.77
23180.00,6351.73
23190.00,6351.73
23200.00,6351.73
23210.00,6210.58
23220.00,6210.58
23230.00,6210.58
23240.00,6210.58
23250.00,6213.62
23260.00,6268.86
23270.00,6197.00
23280.00,6272.22
23290.00,6351.48
23300.00,6432.38
23310.00,6645.03
23320.00,6715.99
23330.00,6788.56
23340.00,6854.44
23350.00,6926.16
23360.00,6997.16
23370.00,7069.53
23380.00,7143.69
23390.00,7208.99
23400.00,7270.01
23410.00,7330.28
23420.00,7392.87
23430.00,7463.18
23440.00,7480.45
23450.00,7470.86
23460.00,7469.21
23470.00,7351.42
23480.00,7335.04
23490.00,7321.48
23500.00,7310.47
23510.00,7296.20
23520.00,7285.67
23530.00,7161.80
23540.00,7159.57
23550.00,7203.38
23560.00,7246.99
23570.00,7275.87
23580.00,7302.76
23590.00,7329.97
23600.00,7256.26
23610.00,7302.48
23620.00,7351.15
23630.00,7387.75
23640.00,7408.64
23650.00,7250.49
23660.00,7275.90
23670.00,7303.86
23680.00,7517.27
23690.00,7543.76
23700.00,7552.20
23710.00,7757.13
23720.00,7767.62
23730.00,7779.95
23740.00,7789.48
23750.00,7783.55
23760.00,7775.44
23770.00,7747.08
23780.00,7652.12
23790.00,7558.22
23800.00,7466.33
23810.00,7569.33
23820.00,7487.30
23830.00,7407.04
23840.00,7258.15
23850.00,7189.99
23860.00,7123.89
23870.00,7225.87
23880.00,7190.22
23890.00,7169.99
23900.00,7169.68
23910.00,7171.71
23920.00,7179.13
23930.00,7200.09
23940.00,7224.79
23950.00,7257.90
23960.00,7319.29
23970.00,7367.20
23980.00,7420.70
23990.00,7677.71
24000.00,7863.59
24010.00,7985.47
24020.00,8057.36
24030.00,8216.78
24040.00,8374.73
24050.00,8528.47
24060.00,8712.76
24070.00,8859.69
24080.00,9010.52
24090.00,9164.58
24100.00,9299.67
24110.00,9381.84
24120.00,9458.17
24130.00,9537.42
24140.00,9619.46
24150.00,9704.16
24160.00,9791.39
24170.00,9767.31
24180.00,9839.88
24190.00,9834.18
24200.00,9744.98
24210.00,9651.55
24220.00,9568.79
24230.00,9490.03
24240.00,9414.50
24250.00,9342.09
24260.00,9272.81
24270.00,9205.33
24280.00,8977.50
24290.00,8828.36
24300.00,8725.70
24310.00,8611.87
24320.00,8499.91
24330.00,8387.60
24340.00,8278.23
24350.00,8283.07
24360.00,8198.87
24370.00,8116.44
24380.00,8035.87
24390.00,7957.31
24400.00,7880.93
24410.00,7807.00
24420.00,7735.99
24430.00,7678.78
24440.00,7689.56
24450.00,7649.08
24460.00,7502.43
24470.00,7472.23
24480.00,7448.89
24490.00,7459.41
24500.00,7437.01
24510.00,7408.75
24520.00,7381.91
24530.00,7356.87
24540.00,7331.07
24550.00,7304.81
24560.00,7239.54
24570.00,7209.51
24580.00,7181.39
24590.00,7096.48
24600.00,7063.89
24610.00,7061.16
24620.00,7045.45
24630.00,7032.42
24640.00,7079.62
24650.00,7088.20
24660.00,7101.89
24670.00,7118.84
24680.00,7138.92
24690.00,7160.07
24700.00,7191.80
24710.00,7300.33
24720.00,7350.82
24730.00,7381.63
24740.00,7401.28
24750.00,7417.52
24760.00,7434.43
24770.00,7452.02
24780.00,7470.28
24790.00,7483.98
24800.00,7491.88
24810.00,7494.77
24820.00,7498.35
24830.00,7469.45
24840.00,7464.59
24850.00,7456.41
24860.00,7442.32
24870.00,7423.10
24880.00,7405.20
24890.00,7388.70
24900.00,7373.59
24910.00,7359.85
24920.00,7347.46
24930.00,8277.57
24940.00,8209.92
24950.00,8289.08
24960.00,8299.30
24970.00,8310.58
24980.00,8452.84
24990.00,8466.79
25000.00,8341.60
25010.00,8191.55
25020.00,8210.04
25030.00,8230.83
25040.00,8248.25
25050.00,8252.89
25060.00,8253.77
25070.00,8257.47
25080.00,8264.38
25090.00,8276.43
25100.00,8355.93
25110.00,8376.54
25120.00,8392.96
25130.00,8372.44
25140.00,8342.43
25150.00,8317.38
25160.00,8297.22
25170.00,8287.14
25180.00,8381.61
25190.00,8420.67
25200.00,8462.75
25210.00,8507.62
25220.00,8555.18
25230.00,8633.80
25240.00,8666.60
25250.00,8699.84
25260.00,8734.17
25270.00,8777.27
25280.00,8849.40
25290.00,8924.51
25300.00,8997.05
25310.00,9054.25
25320.00,9116.88
25330.00,9183.99
25340.00,9259.22
25350.00,9342.15
25360.00,9429.00
25370.00,9509.16
25380.00,9239.77
25390.00,9324.74
25400.00,9401.53
25410.00,9481.12
25420.00,9562.16
25430.00,9644.75
25440.00,10435.39
25450.00,10531.68
25460.00,10638.70
25470.00,10761.52
25480.00,10889.10
25490.00,11012.91
25500.00,11225.92
25510.00,11086.89
25520.00,11110.34
25530.00,11137.10
25540.00,11167.23
25550.00,11183.24
25560.00,11142.85
25570.00,11047.91
25580.00,10940.69
25590.00,10851.35
25600.00,10779.80
25610.00,10715.77
25620.00,10664.84
25630.00,10633.12
25640.00,10620.26
25650.00,10612.89
25660.00,10611.05
25670.00,10618.74
25680.00,10632.66
25690.00,10668.71
25700.00,10671.63
25710.00,10668.13
25720.00,10677.28
25730.00,10646.01
25740.00,10596.25
25750.00,10551.05
25760.00,10560.19
25770.00,10520.94
25780.00,10484.80
25790.00,10442.78
25800.00,10355.97
25810.00,10154.95
25820.00,10013.90
25830.00,9879.71
25840.00,9750.68
25850.00,10306.64
25860.00,10204.28
25870.00,10104.72
25880.00,10325.99
25890.00,10247.70
25900.00,10171.93
25910.00,10098.86
25920.00,10318.67
25930.00,9882.28
25940.00,9677.82
25950.00,9427.99
25960.00,9403.62
25970.00,9610.81
25980.00,9599.78
25990.00,9575.26
26000.00,9576.87
26010.00,9601.63
26020.00,9125.31
26030.00,9209.18
26040.00,9302.50
26050.00,9434.38
26060.00,9562.34
26070.00,9692.33
26080.00,9824.82
26090.00,9960.53
26100.00,10099.81
26110.00,9767.68
26120.00,9873.62
26130.00,9981.15
26140.00,9966.36
26150.00,10070.92
26160.00,10163.49
26170.00,10245.53
26180.00,10567.66
26190.00,10422.54
26200.00,10518.43
26210.00,10610.61
26220.00,10684.84
26230.00,10712.53
26240.00,10726.55
26250.00,10741.48
26260.00,10757.29
26270.00,10744.27
26280.00,10649.58
26290.00,10544.41
26300.00,10439.98
26310.00,10336.29
26320.00,10233.34
26330.00,10123.01
26340.00,9996.86
26350.00,9864.00
26360.00,9600.39
26370.00,9475.79
26380.00,9351.95
26390.00,9105.32
26400.00,8706.77
26410.00,8619.89
26420.00,7786.97
26430.00,7683.42
26440.00,7591.41
26450.00,7499.69
26460.00,7408.40
26470.00,7459.18
26480.00,7391.82
26490.00,7324.61
26500.00,7257.58
26510.00,7191.18
26520.00,7132.93
26530.00,7139.51
26540.00,7082.99
26550.00,7026.73
26560.00,6970.76
26570.00,6915.42
26580.00,6913.60
26590.00,6890.05
26600.00,6866.73
26610.00,6843.66
26620.00,6820.83
26630.00,6798.25
26640.00,6775.92
26650.00,6753.84
26660.00,6732.02
26670.00,6710.48
26680.00,6689.21
26690.00,6668.26
26700.00,6647.79
26710.00,6654.45
26720.00,6584.58
26730.00,6577.72
26740.00,6568.33
26750.00,6465.61
26760.00,6464.06
26770.00,6462.61
26780.00,6461.27
26790.00,6460.02
26800.00,6458.87
26810.00,6458.69
26820.00,6510.99
26830.00,6505.66
26840.00,6500.56
26850.00,6511.26
26860.00,6507.17
26870.00,6503.32
26880.00,6499.77
26890.00,6496.57
26900.00,6477.72
26910.00,6475.67
26920.00,6473.93
26930.00,6473.61
26940.00,6478.02
26950.00,6504.94
26960.00,6563.11
26970.00,6623.69
26980.00,6686.29
26990.00,6750.93
27000.00,6855.77
27010.00,6873.76
27020.00,6947.20
27030.00,7022.78
27040.00,7101.64
27050.00,7181.03
27060.00,7255.67
27070.00,7327.23
27080.00,7389.83
27090.00,7420.68
27100.00,7472.20
27110.00,7573.72
27120.00,7709.89
27130.00,7759.61
27140.00,7910.25
27150.00,8072.71
27160.00,8238.76
27170.00,8446.07
27180.00,8585.31
27190.00,8765.72
27200.00,8949.33
27210.00,9123.93
27220.00,9252.90
27230.00,9359.11
27240.00,9463.21
27250.00,9520.36
27260.00,9557.62
27270.00,9595.07
27280.00,9627.25
27290.00,9661.90
27300.00,9699.08
27310.00,9738.90
27320.00,9781.41
27330.00,9833.90
27340.00,9781.30
27350.00,9816.78
27360.00,9852.46
27370.00,9731.40
27380.00,9785.71
27390.00,9792.39
27400.00,9727.26
27410.00,9650.39
27420.00,9574.45
27430.00,9504.95
27440.00,9442.09
27450.00,9383.69
27460.00,9329.72
27470.00,9175.79
27480.00,8963.81
27490.00,8865.19
27500.00,8772.10
27510.00,8788.86
27520.00,8638.95
27530.00,8592.09
27540.00,8548.93
27550.00,8503.17
27560.00,8345.05
27570.00,8314.92
27580.00,8279.59
27590.00,8243.31
27600.00,8322.90
27610.00,8305.51
27620.00,8295.68
27630.00,8278.19
27640.00,8259.40
27650.00,8243.55
27660.00,8188.92
27670.00,8107.96
27680.00,8028.65
27690.00,8081.55
27700.00,8021.70
27710.00,7991.53
27720.00,7947.67
27730.00,7891.26
27740.00,7825.30
27750.00,7761.42
27760.00,7701.62
27770.00,7645.13
27780.00,7588.68
27790.00,7535.41
27800.00,8213.04
27810.00,8171.24
27820.00,8133.53
27830.00,8102.34
27840.00,7917.90
27850.00,7894.14
27860.00,7998.57
27870.00,7970.18
27880.00,7944.20
27890.00,7793.01
27900.00,7753.72
27910.00,7717.28
27920.00,7682.07
27930.00,7620.17
27940.00,7588.86
27950.00,7418.76
27960.00,7305.81
27970.00,7304.57
27980.00,7402.74
27990.00,7274.99
28000.00,7300.43
28010.00,7187.08
28020.00,7226.34
28030.00,7267.29
28040.00,7309.76
28050.00,7353.75
28060.00,7377.43
28070.00,7364.86
28080.00,7354.12
28090.00,7347.42
28100.00,7347.32
28110.00,7362.35
28120.00,7360.00
28130.00,7413.28
28140.00,7466.28
28150.00,7517.52
28160.00,7570.47
28170.00,7625.20
28180.00,7683.17
28190.00,7744.38
28200.00,7806.20
28210.00,7867.50
28220.00,7925.82
28230.00,7822.46
28240.00,7871.53
28250.00,7921.71
28260.00,7972.97
28270.00,8025.27
28280.00,8067.84
28290.00,8074.92
28300.00,8089.50
28310.00,8105.49
28320.00,8180.90
28330.00,8198.34
28340.00,8218.20
28350.00,8239.20
28360.00,8260.74
28370.00,8256.28
28380.00,8213.23
28390.00,8167.64
28400.00,8132.95
28410.00,8101.08
28420.00,8071.92
28430.00,7982.90
28440.00,7948.97
28450.00,7918.33
28460.00,7890.89
28470.00,8016.09
28480.00,7996.20
28490.00,7979.38
28500.00,7964.79
28510.00,7952.14
28520.00,7984.60
28530.00,7973.88
28540.00,7966.11
28550.00,7836.11
28560.00,7832.70
28570.00,7833.00
28580.00,7785.07
28590.00,7795.98
28600.00,7950.56
28610.00,7966.73
28620.00,7980.57
28630.00,7991.33
