Simulation_Time,Event_Type,Drone_1,Drone_2,Distance,Collision_Threshold,Drone_1_Position,Drone_2_Position,Drone_1_Speed,Drone_2_Speed
67303.00,COLLISION_END,FP000712,FP000734,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67303.00,COLLISION_END,FP000734,FP000737,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67303.00,COLLISION_END,FP000734,FP000736,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67303.00,COLLISION_END,FP000732,FP000734,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67421.00,COLLISION_START,FP000712,FP000725,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67421.00,COLLISION_START,FP000713,FP000725,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67421.00,COLLISION_START,FP000718,FP000725,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67421.00,COLLISION_START,FP000719,FP000725,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67421.00,COLLISION_START,FP000725,FP000736,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67421.00,COLLISION_START,FP000725,FP000728,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67421.00,COLLISION_START,FP000725,FP000737,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67421.00,COLLISION_START,FP000725,FP000732,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67517.00,COLLISION_START,FP000719,FP000726,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67517.00,COLLISION_START,FP000725,FP000726,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67517.00,COLLISION_START,FP000713,FP000726,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67517.00,COLLISION_START,FP000712,FP000726,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67517.00,COLLISION_START,FP000718,FP000726,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67517.00,COLLISION_START,FP000726,FP000728,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67517.00,COLLISION_START,FP000726,FP000737,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67517.00,COLLISION_START,FP000726,FP000732,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67517.00,COLLISION_START,FP000726,FP000736,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67551.00,COLLISION_END,FP000712,FP000713,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67551.00,COLLISION_END,FP000713,FP000718,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67551.00,COLLISION_END,FP000713,FP000719,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67551.00,COLLISION_END,FP000713,FP000737,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67551.00,COLLISION_END,FP000713,FP000732,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67551.00,COLLISION_END,FP000713,FP000728,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67551.00,COLLISION_END,FP000713,FP000736,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67551.00,COLLISION_END,FP000713,FP000725,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67551.00,COLLISION_END,FP000713,FP000726,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67560.00,COLLISION_END,FP000725,FP000737,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67560.00,COLLISION_END,FP000736,FP000737,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67560.00,COLLISION_END,FP000732,FP000737,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67560.00,COLLISION_END,FP000719,FP000737,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67560.00,COLLISION_END,FP000718,FP000737,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67560.00,COLLISION_END,FP000726,FP000737,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67560.00,COLLISION_END,FP000728,FP000737,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67560.00,COLLISION_END,FP000712,FP000737,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67644.00,COLLISION_END,FP000732,FP000736,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67644.00,COLLISION_END,FP000718,FP000736,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67644.00,COLLISION_END,FP000726,FP000736,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67644.00,COLLISION_END,FP000725,FP000736,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67644.00,COLLISION_END,FP000719,FP000736,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67644.00,COLLISION_END,FP000728,FP000736,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67644.00,COLLISION_END,FP000712,FP000736,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67662.00,COLLISION_END,FP000712,FP000726,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67662.00,COLLISION_END,FP000712,FP000728,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67662.00,COLLISION_END,FP000712,FP000719,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67662.00,COLLISION_END,FP000712,FP000718,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67662.00,COLLISION_END,FP000712,FP000725,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67662.00,COLLISION_END,FP000712,FP000732,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67691.00,COLLISION_START,FP000703,FP000708,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67691.00,COLLISION_START,FP000691,FP000708,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67691.00,COLLISION_START,FP000706,FP000708,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67691.00,COLLISION_START,FP000708,FP000709,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67691.00,COLLISION_START,FP000690,FP000708,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67755.00,COLLISION_END,FP000691,FP000703,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
67755.00,COLLISION_END,FP000690,FP000703,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
67755.00,COLLISION_END,FP000703,FP000709,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
67755.00,COLLISION_END,FP000703,FP000706,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
67755.00,COLLISION_END,FP000703,FP000708,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
67762.00,COLLISION_START,FP000691,FP000695,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67762.00,COLLISION_START,FP000690,FP000695,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67762.00,COLLISION_START,FP000695,FP000706,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67762.00,COLLISION_START,FP000695,FP000708,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67762.00,COLLISION_START,FP000695,FP000709,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67801.00,COLLISION_START,FP000691,FP000697,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67801.00,COLLISION_START,FP000695,FP000697,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67801.00,COLLISION_START,FP000690,FP000697,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67801.00,COLLISION_START,FP000697,FP000706,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67801.00,COLLISION_START,FP000697,FP000709,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67801.00,COLLISION_START,FP000697,FP000708,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67866.00,COLLISION_START,FP000690,FP000701,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67866.00,COLLISION_START,FP000691,FP000701,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67866.00,COLLISION_START,FP000695,FP000701,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67866.00,COLLISION_START,FP000701,FP000708,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67866.00,COLLISION_START,FP000701,FP000709,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67866.00,COLLISION_START,FP000701,FP000706,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67866.00,COLLISION_START,FP000697,FP000701,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
67870.00,COLLISION_END,FP000726,FP000728,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67870.00,COLLISION_END,FP000718,FP000728,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67870.00,COLLISION_END,FP000725,FP000728,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67870.00,COLLISION_END,FP000728,FP000732,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67870.00,COLLISION_END,FP000719,FP000728,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67887.00,COLLISION_END,FP000718,FP000719,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
67887.00,COLLISION_END,FP000719,FP000732,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67887.00,COLLISION_END,FP000719,FP000725,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67887.00,COLLISION_END,FP000719,FP000726,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
67912.00,COLLISION_END,FP000706,FP000709,45.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,45.00,8095.92)",0.00,15.00
67912.00,COLLISION_END,FP000690,FP000709,45.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,45.00,8095.92)",0.00,15.00
67912.00,COLLISION_END,FP000691,FP000709,45.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,45.00,8095.92)",0.00,15.00
67912.00,COLLISION_END,FP000695,FP000709,45.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,45.00,8095.92)",0.00,15.00
67912.00,COLLISION_END,FP000697,FP000709,45.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,45.00,8095.92)",0.00,15.00
67912.00,COLLISION_END,FP000701,FP000709,45.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,45.00,8095.92)",0.00,15.00
67912.00,COLLISION_END,FP000708,FP000709,45.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,45.00,8095.92)",0.00,15.00
67960.00,COLLISION_END,FP000690,FP000691,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
67960.00,COLLISION_END,FP000691,FP000701,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
67960.00,COLLISION_END,FP000691,FP000706,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
67960.00,COLLISION_END,FP000691,FP000708,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
67960.00,COLLISION_END,FP000691,FP000695,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
67960.00,COLLISION_END,FP000691,FP000697,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
67979.00,COLLISION_START,FP000716,FP000718,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67979.00,COLLISION_START,FP000716,FP000732,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67979.00,COLLISION_START,FP000716,FP000726,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
67979.00,COLLISION_START,FP000716,FP000725,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68037.00,COLLISION_END,FP000690,FP000706,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
68037.00,COLLISION_END,FP000690,FP000701,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
68037.00,COLLISION_END,FP000690,FP000708,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
68037.00,COLLISION_END,FP000690,FP000697,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
68037.00,COLLISION_END,FP000690,FP000695,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
68093.00,COLLISION_START,FP000732,FP000738,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68093.00,COLLISION_START,FP000726,FP000738,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68093.00,COLLISION_START,FP000718,FP000738,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68093.00,COLLISION_START,FP000716,FP000738,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68093.00,COLLISION_START,FP000725,FP000738,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68140.00,COLLISION_END,FP000697,FP000706,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
68140.00,COLLISION_END,FP000695,FP000706,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
68140.00,COLLISION_END,FP000706,FP000708,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
68140.00,COLLISION_END,FP000701,FP000706,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
68155.00,COLLISION_START,FP000697,FP000702,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68155.00,COLLISION_START,FP000701,FP000702,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68155.00,COLLISION_START,FP000695,FP000702,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68155.00,COLLISION_START,FP000702,FP000708,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68188.00,COLLISION_END,FP000716,FP000732,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
68188.00,COLLISION_END,FP000718,FP000732,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
68188.00,COLLISION_END,FP000725,FP000732,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
68188.00,COLLISION_END,FP000726,FP000732,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
68188.00,COLLISION_END,FP000732,FP000738,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
68223.00,COLLISION_START,FP000725,FP000729,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68223.00,COLLISION_START,FP000716,FP000729,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68223.00,COLLISION_START,FP000718,FP000729,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68223.00,COLLISION_START,FP000726,FP000729,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68223.00,COLLISION_START,FP000729,FP000738,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68247.00,COLLISION_END,FP000716,FP000718,45.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,45.00,18971.89)",0.00,15.00
68247.00,COLLISION_END,FP000718,FP000726,45.00,30.00,"(21131.41,45.00,18971.89)","(21131.41,0.00,18971.89)",15.00,0.00
68247.00,COLLISION_END,FP000718,FP000729,45.00,30.00,"(21131.41,45.00,18971.89)","(21131.41,0.00,18971.89)",15.00,0.00
68247.00,COLLISION_END,FP000718,FP000725,45.00,30.00,"(21131.41,45.00,18971.89)","(21131.41,0.00,18971.89)",15.00,0.00
68247.00,COLLISION_END,FP000718,FP000738,45.00,30.00,"(21131.41,45.00,18971.89)","(21131.41,0.00,18971.89)",15.00,0.00
68250.00,COLLISION_START,FP000695,FP000710,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68250.00,COLLISION_START,FP000697,FP000710,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68250.00,COLLISION_START,FP000701,FP000710,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68250.00,COLLISION_START,FP000702,FP000710,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68250.00,COLLISION_START,FP000708,FP000710,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68331.00,COLLISION_START,FP000717,FP000729,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68331.00,COLLISION_START,FP000717,FP000725,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68331.00,COLLISION_START,FP000717,FP000738,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68331.00,COLLISION_START,FP000717,FP000726,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68331.00,COLLISION_START,FP000716,FP000717,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68420.00,COLLISION_END,FP000717,FP000725,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
68420.00,COLLISION_END,FP000716,FP000725,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
68420.00,COLLISION_END,FP000725,FP000726,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
68420.00,COLLISION_END,FP000725,FP000738,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
68420.00,COLLISION_END,FP000725,FP000729,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
68468.00,COLLISION_START,FP000695,FP000761,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68468.00,COLLISION_START,FP000702,FP000761,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68468.00,COLLISION_START,FP000708,FP000761,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68468.00,COLLISION_START,FP000697,FP000761,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68468.00,COLLISION_START,FP000710,FP000761,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68468.00,COLLISION_START,FP000701,FP000761,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68518.00,COLLISION_END,FP000716,FP000726,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
68518.00,COLLISION_END,FP000717,FP000726,33.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,33.00,18971.89)",0.00,33.00
68518.00,COLLISION_END,FP000726,FP000729,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
68518.00,COLLISION_END,FP000726,FP000738,33.00,30.00,"(21131.41,33.00,18971.89)","(21131.41,0.00,18971.89)",33.00,0.00
68542.00,COLLISION_START,FP000695,FP000760,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68542.00,COLLISION_START,FP000702,FP000760,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68542.00,COLLISION_START,FP000697,FP000760,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68542.00,COLLISION_START,FP000710,FP000760,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68542.00,COLLISION_START,FP000708,FP000760,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68542.00,COLLISION_START,FP000701,FP000760,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68542.00,COLLISION_START,FP000760,FP000761,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68574.00,COLLISION_START,FP000717,FP000777,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68574.00,COLLISION_START,FP000729,FP000777,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68574.00,COLLISION_START,FP000716,FP000777,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68574.00,COLLISION_START,FP000738,FP000777,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
68582.00,COLLISION_START,FP000708,FP000754,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68582.00,COLLISION_START,FP000695,FP000754,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68582.00,COLLISION_START,FP000702,FP000754,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68582.00,COLLISION_START,FP000710,FP000754,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68582.00,COLLISION_START,FP000697,FP000754,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68582.00,COLLISION_START,FP000754,FP000760,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68582.00,COLLISION_START,FP000754,FP000761,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68582.00,COLLISION_START,FP000701,FP000754,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68633.00,COLLISION_START,FP000708,FP000756,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68633.00,COLLISION_START,FP000695,FP000756,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68633.00,COLLISION_START,FP000702,FP000756,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68633.00,COLLISION_START,FP000710,FP000756,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68633.00,COLLISION_START,FP000754,FP000756,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68633.00,COLLISION_START,FP000697,FP000756,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68633.00,COLLISION_START,FP000756,FP000760,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68633.00,COLLISION_START,FP000756,FP000761,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68633.00,COLLISION_START,FP000701,FP000756,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68642.00,COLLISION_START,FP000708,FP000755,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
68642.00,COLLISION_START,FP000695,FP000755,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
