Simulation_Time,Event_Type,Drone_1,Drone_2,Distance,Collision_Threshold,Drone_1_Position,Drone_2_Position,Drone_1_Speed,Drone_2_Speed
28994.00,COLLISION_END,FP000299,FP000336,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
28994.00,COLLISION_END,FP000299,FP000301,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
28994.00,COLLISION_END,FP000299,FP000302,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
28994.00,COLLISION_END,FP000297,FP000299,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
29010.00,COLLISION_END,FP000297,FP000302,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
29010.00,COLLISION_END,FP000282,FP000302,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
29010.00,COLLISION_END,FP000301,FP000302,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
29010.00,COLLISION_END,FP000296,FP000302,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
29010.00,COLLISION_END,FP000302,FP000336,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29028.00,COLLISION_START,FP000286,FP000298,10.32,30.00,"(3762.38,50.00,17556.49)","(3753.65,50.00,17551.00)",17.50,15.00
29030.00,COLLISION_END,FP000286,FP000298,56.30,30.00,"(3746.08,50.00,17525.52)","(3767.71,50.00,17577.50)",17.50,15.00
29118.00,COLLISION_START,FP000291,FP000298,29.06,30.00,"(4406.71,50.00,18764.29)","(4386.23,50.00,18743.67)",10.80,15.00
29119.00,COLLISION_END,FP000282,FP000296,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
29119.00,COLLISION_END,FP000296,FP000336,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29119.00,COLLISION_END,FP000296,FP000297,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29119.00,COLLISION_END,FP000296,FP000301,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29132.00,COLLISION_END,FP000291,FP000298,31.34,30.00,"(4473.69,50.00,18899.83)","(4484.64,50.00,18929.20)",10.80,15.00
29136.00,COLLISION_START,FP000306,FP000356,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29136.00,COLLISION_START,FP000354,FP000356,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29136.00,COLLISION_START,FP000326,FP000356,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29136.00,COLLISION_START,FP000322,FP000356,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29136.00,COLLISION_START,FP000317,FP000356,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29136.00,COLLISION_START,FP000356,FP000372,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29192.00,COLLISION_START,FP000317,FP000351,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29192.00,COLLISION_START,FP000326,FP000351,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29192.00,COLLISION_START,FP000306,FP000351,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29192.00,COLLISION_START,FP000322,FP000351,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29192.00,COLLISION_START,FP000351,FP000354,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29192.00,COLLISION_START,FP000351,FP000372,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29192.00,COLLISION_START,FP000351,FP000356,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29195.00,COLLISION_START,FP000336,FP000341,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29195.00,COLLISION_START,FP000297,FP000341,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29195.00,COLLISION_START,FP000282,FP000341,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29195.00,COLLISION_START,FP000301,FP000341,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29228.00,COLLISION_END,FP000282,FP000297,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
29228.00,COLLISION_END,FP000297,FP000341,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29228.00,COLLISION_END,FP000297,FP000336,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29228.00,COLLISION_END,FP000297,FP000301,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29289.00,COLLISION_END,FP000282,FP000336,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29289.00,COLLISION_END,FP000282,FP000301,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29289.00,COLLISION_END,FP000282,FP000341,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29312.00,COLLISION_END,FP000322,FP000326,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
29312.00,COLLISION_END,FP000306,FP000326,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
29312.00,COLLISION_END,FP000317,FP000326,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
29312.00,COLLISION_END,FP000326,FP000372,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29312.00,COLLISION_END,FP000326,FP000354,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29312.00,COLLISION_END,FP000326,FP000356,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29312.00,COLLISION_END,FP000326,FP000351,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29410.00,COLLISION_START,FP000301,FP000342,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29410.00,COLLISION_START,FP000341,FP000342,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29410.00,COLLISION_START,FP000336,FP000342,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29521.00,COLLISION_END,FP000317,FP000322,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
29521.00,COLLISION_END,FP000306,FP000322,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
29521.00,COLLISION_END,FP000322,FP000351,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29521.00,COLLISION_END,FP000322,FP000372,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29521.00,COLLISION_END,FP000322,FP000354,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29521.00,COLLISION_END,FP000322,FP000356,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29548.00,COLLISION_END,FP000301,FP000341,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29548.00,COLLISION_END,FP000301,FP000342,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29548.00,COLLISION_END,FP000301,FP000336,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29559.00,COLLISION_START,FP000342,FP000350,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29559.00,COLLISION_START,FP000336,FP000350,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29559.00,COLLISION_START,FP000341,FP000350,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29629.00,COLLISION_START,FP000306,FP000364,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29629.00,COLLISION_START,FP000354,FP000364,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29629.00,COLLISION_START,FP000351,FP000364,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29629.00,COLLISION_START,FP000317,FP000364,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29629.00,COLLISION_START,FP000356,FP000364,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29629.00,COLLISION_START,FP000364,FP000372,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29670.00,COLLISION_START,FP000333,FP000341,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29670.00,COLLISION_START,FP000333,FP000350,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29670.00,COLLISION_START,FP000333,FP000336,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29670.00,COLLISION_START,FP000333,FP000342,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29676.00,COLLISION_END,FP000306,FP000317,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
29676.00,COLLISION_END,FP000317,FP000351,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29676.00,COLLISION_END,FP000317,FP000372,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29676.00,COLLISION_END,FP000317,FP000356,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29676.00,COLLISION_END,FP000317,FP000354,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29676.00,COLLISION_END,FP000317,FP000364,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29694.00,COLLISION_START,FP000351,FP000367,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29694.00,COLLISION_START,FP000354,FP000367,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29694.00,COLLISION_START,FP000356,FP000367,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29694.00,COLLISION_START,FP000306,FP000367,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29694.00,COLLISION_START,FP000367,FP000372,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29694.00,COLLISION_START,FP000364,FP000367,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
29699.00,COLLISION_START,FP000342,FP000349,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29699.00,COLLISION_START,FP000333,FP000349,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29699.00,COLLISION_START,FP000341,FP000349,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29699.00,COLLISION_START,FP000336,FP000349,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29699.00,COLLISION_START,FP000349,FP000350,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29699.00,COLLISION_END,FP000306,FP000351,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29699.00,COLLISION_END,FP000306,FP000356,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29699.00,COLLISION_END,FP000306,FP000364,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29699.00,COLLISION_END,FP000306,FP000372,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29699.00,COLLISION_END,FP000306,FP000354,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29699.00,COLLISION_END,FP000306,FP000367,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29795.00,COLLISION_START,FP000328,FP000333,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29795.00,COLLISION_START,FP000328,FP000336,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29795.00,COLLISION_START,FP000328,FP000342,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29795.00,COLLISION_START,FP000328,FP000350,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29795.00,COLLISION_START,FP000328,FP000341,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29795.00,COLLISION_START,FP000328,FP000349,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
29875.00,COLLISION_END,FP000351,FP000354,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
29875.00,COLLISION_END,FP000354,FP000367,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29875.00,COLLISION_END,FP000354,FP000372,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29875.00,COLLISION_END,FP000354,FP000364,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29875.00,COLLISION_END,FP000354,FP000356,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
29893.00,COLLISION_END,FP000367,FP000372,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
29893.00,COLLISION_END,FP000364,FP000372,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
29893.00,COLLISION_END,FP000351,FP000372,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
29893.00,COLLISION_END,FP000356,FP000372,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
29960.00,COLLISION_END,FP000333,FP000336,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
29960.00,COLLISION_END,FP000328,FP000336,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
29960.00,COLLISION_END,FP000336,FP000341,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29960.00,COLLISION_END,FP000336,FP000349,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29960.00,COLLISION_END,FP000336,FP000350,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
29960.00,COLLISION_END,FP000336,FP000342,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
30137.00,COLLISION_END,FP000351,FP000356,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
30137.00,COLLISION_END,FP000356,FP000364,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
30137.00,COLLISION_END,FP000356,FP000367,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
30192.00,COLLISION_END,FP000351,FP000367,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
30192.00,COLLISION_END,FP000351,FP000364,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
30197.00,COLLISION_END,FP000328,FP000341,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30197.00,COLLISION_END,FP000333,FP000341,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30197.00,COLLISION_END,FP000341,FP000342,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
30197.00,COLLISION_END,FP000341,FP000349,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
30197.00,COLLISION_END,FP000341,FP000350,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
30255.00,COLLISION_START,FP000328,FP000330,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30255.00,COLLISION_START,FP000330,FP000333,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30255.00,COLLISION_START,FP000330,FP000350,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30255.00,COLLISION_START,FP000330,FP000349,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30255.00,COLLISION_START,FP000330,FP000342,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30351.00,COLLISION_START,FP000360,FP000364,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30351.00,COLLISION_START,FP000360,FP000367,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30411.00,COLLISION_END,FP000333,FP000342,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30411.00,COLLISION_END,FP000330,FP000342,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30411.00,COLLISION_END,FP000328,FP000342,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30411.00,COLLISION_END,FP000342,FP000350,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
30411.00,COLLISION_END,FP000342,FP000349,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
30481.00,COLLISION_START,FP000330,FP000332,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30481.00,COLLISION_START,FP000328,FP000332,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30481.00,COLLISION_START,FP000332,FP000349,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30481.00,COLLISION_START,FP000332,FP000333,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30481.00,COLLISION_START,FP000332,FP000350,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30533.00,COLLISION_START,FP000333,FP000345,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30533.00,COLLISION_START,FP000328,FP000345,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30533.00,COLLISION_START,FP000332,FP000345,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30533.00,COLLISION_START,FP000330,FP000345,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30533.00,COLLISION_START,FP000345,FP000350,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30533.00,COLLISION_START,FP000345,FP000349,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30536.00,COLLISION_START,FP000333,FP000346,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30536.00,COLLISION_START,FP000328,FP000346,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30536.00,COLLISION_START,FP000345,FP000346,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30536.00,COLLISION_START,FP000332,FP000346,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30536.00,COLLISION_START,FP000330,FP000346,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30536.00,COLLISION_START,FP000346,FP000350,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30536.00,COLLISION_START,FP000346,FP000349,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30553.00,COLLISION_START,FP000367,FP000369,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30553.00,COLLISION_START,FP000360,FP000369,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30553.00,COLLISION_START,FP000364,FP000369,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30562.00,COLLISION_END,FP000328,FP000350,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30562.00,COLLISION_END,FP000330,FP000350,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30562.00,COLLISION_END,FP000333,FP000350,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30562.00,COLLISION_END,FP000332,FP000350,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30562.00,COLLISION_END,FP000345,FP000350,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30562.00,COLLISION_END,FP000346,FP000350,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30562.00,COLLISION_END,FP000349,FP000350,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30627.00,COLLISION_END,FP000360,FP000364,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
30627.00,COLLISION_END,FP000364,FP000367,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
30627.00,COLLISION_END,FP000364,FP000369,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
30628.00,COLLISION_START,FP000328,FP000329,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30628.00,COLLISION_START,FP000329,FP000346,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30628.00,COLLISION_START,FP000329,FP000330,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30628.00,COLLISION_START,FP000329,FP000332,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30628.00,COLLISION_START,FP000329,FP000345,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30628.00,COLLISION_START,FP000329,FP000349,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30628.00,COLLISION_START,FP000329,FP000333,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
30671.00,COLLISION_END,FP000328,FP000333,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30671.00,COLLISION_END,FP000330,FP000333,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30671.00,COLLISION_END,FP000332,FP000333,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30671.00,COLLISION_END,FP000329,FP000333,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30671.00,COLLISION_END,FP000333,FP000349,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
30671.00,COLLISION_END,FP000333,FP000345,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
30671.00,COLLISION_END,FP000333,FP000346,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
30695.00,COLLISION_END,FP000360,FP000367,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
30695.00,COLLISION_END,FP000367,FP000369,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
30703.00,COLLISION_END,FP000330,FP000349,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30703.00,COLLISION_END,FP000346,FP000349,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30703.00,COLLISION_END,FP000329,FP000349,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30703.00,COLLISION_END,FP000332,FP000349,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30703.00,COLLISION_END,FP000345,FP000349,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30703.00,COLLISION_END,FP000328,FP000349,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
30744.00,COLLISION_START,FP000353,FP000369,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
